original	status	updated_term	extraneous_text	confidence	error
Fantasy literature 1897. rbgenr		Fantasy literature	1897, rbgenr	1.00	
Fantasy literature 1898. rbgenr		Fantasy literature	1898, rbgenr	1.00	
Fantasy literature 1926. rbgenr		Fantasy literature	1926, rbgenr	1.00	
Fantasy literature 1940. rbgenr		Fantasy literature	1940, rbgenr	1.00	
Fantasy literature 1945. rbgenr		Fantasy literature	1945, rbgenr	1.00	
Fantasy literature 1952. rbgenr		Fantasy literature	1952, rbgenr	1.00	
Fantasy literature 1954. rbgenr		Fantasy literature	1954, rbgenr	1.00	
Fantasy literature 1963. rbgenr		Fantasy literature	1963, rbgenr	1.00	
Fantasy literature 1970. rbgenr		Fantasy literature	1970, rbgenr	1.00	
Fantasy literature 1977. rbgenr		Fantasy literature	1977, rbgenr	1.00	
Fantasy literature 1981. rbgenr		Fantasy literature	1981, rbgenr	1.00	
Fantasy literature 1983. rbgenr		Fantasy literature	1983, rbgenr	1.00	
Fantasy literature 1985. rbgenr		Fantasy literature	1985, rbgenr	1.00	
Fantasy literature 1993. rbgenr		Fantasy literature	1993, rbgenr	1.00	
Fantasy literature 2006. rbgenr		Fantasy literature	2006, rbgenr	1.00	
Fantasy literature 2008. rbgenr		Fantasy literature	2008, rbgenr	1.00	
Fantasy literature New York (State) New York 20th century. rbgenr		Fantasy literature	New York (State) New York 20th century, rbgenr	0.90	
Fantasy literature United States. rbgenr		Fantasy literature	United States, rbgenr	0.90	
Fantasy literature. rbgenr		Fantasy literature	rbgenr	1.00	
Fantasy literature. rbmscv		Fantasy literature	rbmscv	1.00	
Fanzines. rbgenr		Fanzines	rbgenr	1.00	
Farewell sermons 1750. rbgenr		Farewell sermons	1750, rbgenr	1.00	
Farewell sermons 1794. rbgenr		Farewell sermons	1794, rbgenr	1.00	
Fast day proclamations 1696 Mar. 27. rbgenr		Fast-day proclamations	1696-03-27, rbgenr	1.00	
Fast day proclamations 1730 Apr. 2. rbgenr		Fast-day proclamations	1730-04-02, rbgenr	1.00	
Fast day proclamations 1746 July 10. rbgenr		Fast-day proclamations	1746-07-10, rbgenr	1.00	
Fast day proclamations 1755 Aug. 28. rbgenr		Fast-day proclamations	1755-08-28, rbgenr	1.00	
Fast day proclamations 1757 Apr. 21. rbgenr		Fast-day proclamations	1757-04-21, rbgenr	1.00	
Fast day proclamations 1757 June 30. rbgenr		Fast-day proclamations	1757-06-30, rbgenr	1.00	
Fast day proclamations 1758 Apr. 14. rbgenr		Fast-day proclamations	1758-04-14, rbgenr	1.00	
Fast day proclamations 1758 Apr. 6. rbgenr		Fast-day proclamations	1758-04-06, rbgenr	1.00	
Fast day proclamations 1762 Apr. 22. rbgenr		Fast-day proclamations	1762-04-22, rbgenr	1.00	
Fast day proclamations 1762 July 28. rbgenr		Fast-day proclamations	1762-07-28, rbgenr	1.00	
Fast day proclamations 1763 Apr. 14. rbgenr		Fast-day proclamations	1763-04-14, rbgenr	1.00	
Fast day proclamations 1764 Apr. 12. rbgenr		Fast-day proclamations	1764-04-12, rbgenr	1.00	
Fast day proclamations 1764 Apr. 20. rbgenr		Fast-day proclamations	1764-04-20, rbgenr	1.00	
Fast day proclamations 1765 Apr. 18. rbgenr		Fast-day proclamations	1765-04-18, rbgenr	1.00	
Fast day proclamations 1765 Apr. 5. rbgenr		Fast-day proclamations	1765-04-05, rbgenr	1.00	
Fast day proclamations 1766 Apr. 24. rbgenr		Fast-day proclamations	1766-04-24, rbgenr	1.00	
Fast day proclamations 1766 May 21. rbgenr		Fast-day proclamations	1766-05-21, rbgenr	1.00	
Fast day proclamations 1767 Apr. 9. rbgenr		Fast-day proclamations	1767-04-09, rbgenr	1.00	
Fast day proclamations 1768 Apr. 14. rbgenr		Fast-day proclamations	1768-04-14, rbgenr	1.00	
Fast day proclamations 1769 Apr. 6. rbgenr		Fast-day proclamations	1769-04-06, rbgenr	1.00	
Fast day proclamations 1775 July 20. rbgenr		Fast-day proclamations	1775-07-20, rbgenr	1.00	
Fast day proclamations 1780 Apr. 26. rbgenr		Fast-day proclamations	1780-04-26, rbgenr	1.00	
Fast day proclamations 1783 Feb. 13. rbgenr		Fast-day proclamations	1783-02-13, rbgenr	1.00	
Fast day proclamations 1786 Apr. 6. rbgenr		Fast-day proclamations	1786-04-06, rbgenr	1.00	
Fast day sermons 1727 Nov. 1. rbgenr		Fast-day sermons	1727-11-01, rbgenr	1.00	
Fast day sermons 1755 Mar. 20. rbgenr		Fast-day sermons	1755-03-20, rbgenr	1.00	
Fast day sermons 1793 Apr. 11. rbgenr		Fast-day sermons	1793-04-11, rbgenr	1.00	
Fast day sermons. rbgenr		Fast-day sermons	rbgenr	1.00	
Festival books Germany Frankfurt 1585. rbgenr		Festival books	Germany Frankfurt 1585, rbgenr	1.00	
Festival books Italy 18th century. rbgenr		Festival books	Italy 18th century, rbgenr	1.00	
Festschriften England London 1982. rbgenr		Festschriften	England London 1982, rbgenr	1.00	
Festschriften. rbgenr		Festschriften	rbgenr	1.00	
Feuilletons		Feuilletons		0.00	no_match (term not in rbms_terms.json)
Fiction 1854. rbmscv		Fiction	1854, rbmscv	1.00	
Fiction England 18th century. rbgenr		Fiction	England 18th century, rbgenr	1.00	
Fiction English 19th century. rbgenr		Fiction	English 19th century, rbgenr	1.00	
Fiction English 20th century. rbgenr		Fiction	English 20th century, rbgenr	1.00	
Fiction English. rbmscv		Fiction	English, rbmscv	1.00	
Fiction French 20th century. rbgenr		Fiction	French 20th century, rbgenr	1.00	
Fiction Great Britain 20th century. rbgenr		Fiction	Great Britain 20th century, rbgenr	1.00	
Fiction rbgenr		Fiction	rbgenr	1.00	
Fiction. rbgenr		Fiction	rbgenr	1.00	
Fiction. rbmscv		Fiction	rbmscv	1.00	
Fillet tools (Binding) 17th century. rbbin MMeT		Fillet tooling	(Binding) 17th century, rbbin, MMeT	1.00	
Fillet tools (Binding) 18th century. rbbin		Fillet tooling	(Binding) 18th century, rbbin	0.95	
Fillet tools (Binding) 18th century. rbbin MMeT		Fillet tooling	(Binding) 18th century, rbbin, MMeT	0.95	
Fillet tools (Binding) England 17th century. rbbin MMeT		Fillet tooling	(Binding) England 17th century, rbbin, MMeT	0.95	
Fillet tools (Binding) England 18th century. rbbin MMeT		Fillet tooling	(Binding) England 18th century, rbbin, MMeT	0.95	
Fillet tools (Binding) England 19th century. rbbin MMeT		Fillet tooling	(Binding) England 19th century, rbbin, MMeT	0.95	
Fillet tools (Binding) England London 18th century rbbin MMeT		Fillet tooling	(Binding) England London 18th century, rbbin, MMeT	0.95	
Fillet tools (Binding) England. rbbin MMeT		Fillet tooling	(Binding) England, rbbin, MMeT	0.95	
Fillet tools (Binding) rbbin		Fillet tooling	(Binding), rbbin	1.00	
Fillet tools (Binding) rbbin MMeT		Fillet tooling	(Binding), rbbin, MMeT	0.95	
Fillet tools (Binding) rbbin MMeT		Fillet tooling	(Binding), rbbin, MMeT	0.95	
Film scripts 20th century. rbgenr		Film scripts	20th century, rbgenr	1.00	
Fists (Provenance) rbprov MMeT		Fists (Provenance)	rbprov, MMeT	0.00	no_match (term not in rbms_terms.json)
Flap bindings (Binding) rbbin		Flap bindings	(Binding), rbbin	1.00	
Flax fiber papers. rbpap		Flax fiber papers	rbpap	1.00	
Flax fibers (Paper) Iowa Iowa City 2013. rbpap		Flax fiber papers	(Paper) Iowa Iowa City 2013, rbpap	0.95	
Flax fibers (Paper) United States 21st century. rbpap		Flax fiber papers	(Paper) United States 21st century, rbpap	0.95	
Folio format (Printing) England 17th century. rbpri		Folio format	(Printing) England 17th century, rbpri	1.00	
Folio format (Printing) England Cambridge 17th century. rbpri		Folio format	(Printing) England Cambridge 17th century, rbpri	1.00	
Folio format (Printing) England London 17th century. rbpri		Folio format	(Printing) England London 17th century, rbpri	1.00	
Folio format (Printing) England London 18th century. rbpri		Folio format	(Printing) England London 18th century, rbpri	1.00	
Folio format (Printing) England Oxford 18th century. rbpri		Folio format	(Printing) England Oxford 18th century, rbpri	1.00	
Folio format (Printing) France Paris 16th century. rbpri		Folio format	(Printing) France Paris 16th century, rbpri	1.00	
Folio format (Printing) Germany Coburg 17th century. rbpri		Folio format	(Printing) Germany Coburg 17th century, rbpri	1.00	
Folio format (Printing) Italy Bologna 16th century. rbpri		Folio format	(Printing) Italy Bologna 16th century, rbpri	1.00	
Folio format (Printing) Italy Bologna 17th century. rbpri		Folio format	(Printing) Italy Bologna 17th century, rbpri	1.00	
Folio format (Printing) Italy Venice 16th century. rbpri		Folio format	(Printing) Italy Venice 16th century, rbpri	1.00	
Folio format (Printing) rbpri		Folio format	rbpri	1.00	
Folio format (Printing) Switzerland Geneva 16th century. rbpri		Folio format	(Printing) Switzerland Geneva 16th century, rbpri	1.00	
Folio format (Printing). rbpri		Folio format	rbpri	1.00	
Folk tales 1938. rbgenr		Folk tales	1938, rbgenr	1.00	
Folk tales 1952. rbgenr		Folk tales	1952, rbgenr	1.00	
Folk tales 1960. rbgenr		Folk tales	1960, rbgenr	1.00	
Folk tales 1961. rbgenr		Folk tales	1961, rbgenr	1.00	
Folk tales 1970. rbgenr		Folk tales	1970, rbgenr	1.00	
Folk tales 1971. rbgenr		Folk tales	1971, rbgenr	1.00	
Folk tales 1972. rbgenr		Folk tales	1972, rbgenr	1.00	
Folk tales 1972. rbmscv		Folk tales	1972, rbmscv	1.00	
Folk tales 1976. rbgenr		Folk tales	1976, rbgenr	1.00	
Folk tales 1982. rbgenr		Folk tales	1982, rbgenr	1.00	
Folk tales 1983. rbgenr		Folk tales	1983, rbgenr	1.00	
Folk tales 1984. rbgenr		Folk tales	1984, rbgenr	1.00	
Folk tales 1986. rbgenr		Folk tales	1986, rbgenr	1.00	
Folk tales 1988. rbgenr		Folk tales	1988, rbgenr	1.00	
Folk tales 1990. rbgenr		Folk tales	1990, rbgenr	1.00	
Folk tales 1992. rbgenr		Folk tales	1992, rbgenr	1.00	
Folk tales 1994. rbgenr		Folk tales	1994, rbgenr	1.00	
Folk tales 1994. rbmscv		Folk tales	1994, rbmscv	1.00	
Folk tales 1996. rbgenr		Folk tales	1996, rbgenr	1.00	
Folk tales 1997. rbgenr		Folk tales	1997, rbgenr	1.00	
Folk tales 2004. rbgenr		Folk tales	2004, rbgenr	1.00	
Folk tales. rbgenr		Folk tales	rbgenr	1.00	
Folk tales. rbmscv http://id.loc.gov/vocabulary/rbmscv/cv00278		Folk tales	rbmscv, http://id.loc.gov/vocabulary/rbmscv/cv00278	0.92	
Folklore New York (State) New York 1945. rbgenr		Folklore	New York (State) New York 1945, rbgenr	0.95	
Folklore. rbgenr		Folklore	rbgenr	1.00	
Folktales 1964. rbgenr		Folk tales	1964, rbgenr	0.90	
Fore-edge paintings. rbmscv		Fore-edge paintings	rbmscv	1.00	
Fourth of July addresses 1793. rbgenr		Fourth of July addresses	1793, rbgenr	1.00	
Fourth of July addresses 1855. rbgenr		Fourth of July addresses	1855, rbgenr	1.00	
Fourth of July addresses 1875. rbgenr		Fourth of July addresses	1875, rbgenr	1.00	
Fourth of July addresses 1876. rbgenr		Fourth of July addresses	1876, rbgenr	1.00	
Foxing. rbpap		Foxing	rbpap	1.00	
Funeral addresses 1796. rbgenr		Funeral addresses	1796, rbgenr	1.00	
Funeral addresses 1799. rbgenr		Funeral addresses	1799, rbgenr	1.00	
Funeral addresses 1799. rbmscv		Funeral addresses	1799, rbmscv	1.00	
Funeral addresses 1800. rbgenr		Funeral addresses	1800, rbgenr	1.00	
Funeral addresses 1800. rbmscv		Funeral addresses	1800, rbmscv	1.00	
Funeral addresses Italy 16th century. rbgenr		Funeral addresses	Italy 16th century, rbgenr	0.90	
Funeral books Italy Rome 17th century. rbgenr		Funeral books	Italy Rome 17th century, rbgenr	0.95	
Funeral sermons 1697. rbgenr		Funeral sermons	1697, rbgenr	1.00	
Funeral sermons 1714. rbgenr		Funeral sermons	1714, rbgenr	1.00	
Funeral sermons 1717. rbgenr		Funeral sermons	1717, rbgenr	1.00	
Funeral sermons 1721. rbgenr		Funeral sermons	1721, rbgenr	1.00	
Funeral sermons 1733. rbmscv		Funeral sermons	1733, rbmscv	1.00	
Funeral sermons 1735. rbgenr		Funeral sermons	1735, rbgenr	1.00	
Funeral sermons 1737. rbmscv		Funeral sermons	1737, rbmscv	1.00	
Funeral sermons 1799. rbgenr		Funeral sermons	1799, rbgenr	1.00	
Funeral sermons 1800. rbgenr		Funeral sermons	1800, rbgenr	1.00	
Galley proofs (Printing) rbpri		Galley proofs	(Printing), rbpri	1.00	
Gallows speeches		Gallows speeches		0.00	no_match (not in rbms_terms.json)
Gauffered edges (Binding) 16th century. rbbin MMeT		Gauffered edges	(Binding) 16th century, rbbin, MMeT	1.00	
Gauffered edges (Binding) 17th century. rbbin MMeT		Gauffered edges	(Binding) 17th century, rbbin, MMeT	1.00	
Gauffered edges (Binding) rbbin MMeT		Gauffered edges	(Binding), rbbin, MMeT	1.00	
Gazetteers Massachusetts. rbgenr		Gazetteers	Massachusetts, rbgenr	1.00	
Gazetteers United States. rbgenr		Gazetteers	United States, rbgenr	1.00	
Gazetteers. rbgenr		Gazetteers	rbgenr	1.00	
Genealogies Switzerland Zurich 17th century. rbgenr		Genealogies	Switzerland Zurich 17th century, rbgenr	1.00	
Genealogies. rbgenr		Genealogies	rbgenr	1.00	
Gift books 1850. rbgenr		Gift books	1850, rbgenr	1.00	
Gift books England London 1834. rbgenr		Gift books	England London 1834, rbgenr	1.00	
Gift books Massachusetts Boston 1848. rbgenr		Gift books	Massachusetts Boston 1848, rbgenr	1.00	
Gift books New York (State) New York 19th century. rbgenr		Gift books	New York (State) New York 19th century, rbgenr	1.00	
Gift books Pennsylvania Philadelphia 19th century. rbmscv		Gift books	Pennsylvania Philadelphia 19th century, rbmscv	1.00	
Gift books United States. 19th century. rbgenr		Gift books	United States 19th century, rbgenr	1.00	
Gift books. rbgenr		Gift books	rbgenr	1.00	
Gilt edges (Binding) 16th century. rbbin MMeT		Gilt edges	(Binding) 16th century, rbbin, MMeT	1.00	
Gilt edges (Binding) England 17th century. rbbin MMeT		Gilt edges	(Binding) England 17th century, rbbin, MMeT	1.00	
Gilt edges (Binding) England 20th century Specimens. rbmscv		Gilt edges	(Binding) England 20th century Specimens, rbmscv	0.95	
Gilt edges (Binding) rbbin		Gilt edges	(Binding), rbbin	1.00	
Gilt edges (Binding) rbbin MMeT		Gilt edges	(Binding), rbbin, MMeT	1.00	
Gilt edges (Binding) rbmscv		Gilt edges	rbmscv	1.00	
Gilt edges (Bindings) rbbin MMeT		Gilt edges	(Bindings), rbbin, MMeT	0.95	
Gilt edges (Bindings). rbbin MMeT		Gilt edges	rbbin, MMeT	0.95	
Gilt edges. rbmscv		Gilt edges	rbmscv	1.00	
Gilt edges. rbmscv MMeT		Gilt edges	rbmscv, MMeT	0.95	
Girdle books. rbbin		Girdle books	rbbin	1.00	
Glossaries. rbgenr		Glossaries	rbgenr	1.00	
Goatskin bindings (Binding) rbbin MMeT		Goatskin bindings	(Binding), rbbin, MMeT	1.00	
Gold blocked bindings (Binding) rbbin MMeT		Gold blocked bindings	(Binding), rbbin, MMeT	1.00	
Gold blocked bindings. rbmscv		Gold blocked bindings	rbmscv	1.00	
Gold tooled bindings (Binding) rbbin MMeT		Gold tooled bindings	(Binding), rbbin, MMeT	1.00	
Gold tooled bindings (Binding) rbmscv		Gold tooled bindings	rbmscv	1.00	
Gold tooled bindings. rbmscv MMeT		Gold tooled bindings	rbmscv, MMeT	0.95	
Gothic novels. rbgenr		Gothic novels	rbgenr	1.00	
Grammar entries (various)		Grammars		0.00	no_match (original ambiguous — not a direct source line)
Grammars Italian. rbgenr		Grammars	Italian, rbgenr	1.00	
Grammars. rbgenr		Grammars	rbgenr	1.00	
Guidebooks 20th century. rbgenr		Guidebooks	20th century, rbgenr	1.00	
Guidebooks Austria 1887. rbgenr		Guidebooks	Austria 1887, rbgenr	1.00	
Guidebooks Egypt 1908. rbgenr		Guidebooks	Egypt 1908, rbgenr	1.00	
Guidebooks England London 1894. rbgenr		Guidebooks	England London 1894, rbgenr	1.00	
Guidebooks Germany 1887. rbgenr		Guidebooks	Germany 1887, rbgenr	1.00	
Guidebooks Germany 1892. rbgenr		Guidebooks	Germany 1892, rbgenr	1.00	
Guidebooks Germany Leipzig 20th century. rbgenr		Guidebooks	Germany Leipzig 20th century, rbgenr	1.00	
Guidebooks Greece 1905. rbgenr		Guidebooks	Greece 1905, rbgenr	1.00	
Guidebooks Italy 16th century. rbgenr		Guidebooks	Italy 16th century, rbgenr	1.00	
Guidebooks Italy 1904. rbgenr		Guidebooks	Italy 1904, rbgenr	1.00	
Guidebooks New York (N.Y.) 20th century. rbgenr		Guidebooks	New York (N.Y.) 20th century, rbgenr	1.00	
Guidebooks Switzerland 1891. rbgenr		Guidebooks	Switzerland 1891, rbgenr	1.00	
Guidebooks Switzerland 1895. rbgenr		Guidebooks	Switzerland 1895, rbgenr	1.00	
Guidebooks. rbgenr		Guidebooks	rbgenr	1.00	
Hahnemu?hler (paper). rbpap			Hahnemu?hler (paper), rbpap	0.00	no_match (term not in rbms_terms.json or corrupted diacritics)
Half bindings (Binding) 19th century. rbbin MMeT		Half bindings	(Binding) 19th century, rbbin, MMeT	1.00	
Half bindings (Binding) rbbin		Half bindings	(Binding), rbbin	1.00	
Half bindings (Binding) rbbin MMeT		Half bindings	(Binding), rbbin, MMeT	1.00	
Half bindings (Binding). rbbin MMeT		Half bindings	rbbin, MMeT	0.95	
Half bindings (Bindings). rbbin		Half bindings	(Bindings), rbbin	0.95	
Half bindings(Binding) rbbin MMeT		Half bindings	(Binding), rbbin, MMeT	0.85	formatting irregularity in original
Half bindings. rbmscv		Half bindings	rbmscv	1.00	
Handmade paper (Paper). rbpap		Handmade papers	rbpap	0.95	
Handmade papers (Paper) 21st century. rbpap		Handmade papers	(Paper) 21st century, rbpap	1.00	
Handmade papers (Paper) England 20th century. rbpap		Handmade papers	(Paper) England 20th century, rbpap	1.00	
Handmade papers (Paper) England London 19th century. rbpap		Handmade papers	(Paper) England London 19th century, rbpap	1.00	
Handmade papers (Paper) Korea. rbpap		Handmade papers	(Paper) Korea, rbpap	1.00	
Handmade papers (Paper) Mexico 21st Century. rbpap		Handmade papers	(Paper) Mexico 21st century, rbpap	1.00	
Handmade papers (Paper) Pennsylvania Philadelphia. rbpap		Handmade papers	(Paper) Pennsylvania Philadelphia, rbpap	1.00	
Handmade papers (Paper) rbmscv		Handmade papers	(Paper), rbmscv	1.00	
Handmade papers (Paper) rbpap		Handmade papers	(Paper), rbpap	1.00	
Handmade papers. rbmscv		Handmade papers	rbmscv	1.00	
Hand-made papers. rbpap		Handmade papers	rbpap	0.90	
Hand-made papers. rbpap		Handmade papers	rbpap	0.90	
Hemp fibers (Paper) United States 21st century. rbpap		Hemp fiber papers	United States 21st century, rbpap	0.95	
Herbals England London 1636 rbgenr		Herbals	England London 1636, rbgenr	1.00	
Herbals England London 1636. rbgenr		Herbals	England London 1636, rbgenr	1.00	
Herbals England London 17th century. rbgenr		Herbals	England London 17th century, rbgenr	1.00	
Herbals. rbgenr		Herbals	rbgenr	1.00	
Herbals. rbmscv		Herbals	rbmscv	1.00	
Historical drama. rbgenr		English drama	historical drama mapped to 'English drama'?, rbgenr	0.60	approximate mapping — no exact 'Historical drama' term in RBMS list
Historical fiction rbgenr		Historical fiction	rbgenr	1.00	
Historical fiction United States 19th century. rbgenr		Historical fiction	United States 19th century, rbgenr	1.00	
Historical fiction. rbgenr		Historical fiction	rbgenr	1.00	
Historical works United States 17th century. rbgenr		Historical works	United States 17th century, rbgenr	1.00	
Hygiene. rbgenr		Hygiene		0.00	no_match (not in rbms_terms.json)
