655 - Local Param 04,id,original,status,updated_term,extraneous_text,confidence,error
Duodecimo format (Printing) Netherlands Rotterdam 17th century. rbpri,,,,,,,
Duodecimo format (Printing) New York New York 18th century. rbpri,,,,,,,
Duodecimo format (Printing) rbpri,1102,Duodecimo format (Printing) rbpri,,Duodecimo format,"(Printing), rbpri",1.0,
Duodecimo format (Printing) rbpri,1104,Duodecimo format (Printing) rbpri,,Duodecimo format,rbpri,1.0,
Duodecimo format (Printing) Scotland Edinburgh 18th century. rbpri,,,,,,,
Duplicate stamps (Provenance) rbprov MMeT,1105,Duplicate stamps (Provenance) rbprov MMeT,,Duplicate stamps,"(Provenance), rbprov, MMeT",1.0,
Dust jackets (Bindings) 1993. rbbin,,,,,,,
Dust jackets Specimens Great Britain 2016. rbbin,,,,,,,
Dust jackets. rbgenr,1117,Dust jackets. rbgenr,,Dust jackets,rbgenr,1.0,
Election sermons Connecticut 1732. rbgenr,,,,,,,
Election sermons Connecticut 1755. rbgenr,,,,,,,
Election sermons Connecticut 1772. rbgenr,,,,,,,
Election sermons Connecticut 1776. rbgenr,,,,,,,
Election sermons Connecticut 1798. rbgenr,,,,,,,
Election sermons Connecticut New Haven 1776. rbgenr,,,,,,,
Election sermons Massachusetts 1689. rbgenr,,,,,,,
Election sermons Massachusetts 1712. rbgenr,,,,,,,
Election sermons Massachusetts 1766. rbgenr,,,,,,,
Election sermons Massachusetts 1774. rbgenr,,,,,,,
Elegies. rbgenr,1126,Elegies. rbgenr,,Elegies,rbgenr,1.0,
Emblem books Belgium Brussels 1683. rbgenr,,,,,,,
Emblem books France 16th century. rbgenr,1127,Emblem books France 16th century. rbgenr,,Emblem books,"France 16th century, rbgenr",1.0,
Emblem books Germany 17th century. rbgenr,,,,,,,
Emblem books. rbgenr,1130,Emblem books. rbgenr,,Emblem books,rbgenr,1.0,
Emblem books. WaU. rbgenr,,,,,,,
Embossed cloth bindings. rbgenr,1134,Embossed cloth bindings. rbgenr,,Embossed cloth bindings,rbgenr,0.95,
Encyclopedias. rbgenr,1144,Encyclopedias. rbgenr,,Encyclopedias,rbgenr,1.0,
Engravings England London 19th century. rbgenr,,,,,,,
Ephemera 21st century. rbgenr,,,,,,,
Epistolary fiction United States 19th century. rbgenr,,,,,,,
Erotica 17th century. rbgenr,,,,,,,
Erotica 20th century. rbgenr,,,,,,,
Erotica. rbgenr,1154,Erotica. rbgenr,,Erotica,rbgenr,1.0,
Errata lists (Publishing) 19th century. rbpub,,,,,,,
Errata lists (Publishing) Germany 16th century. rbpub,,,,,,,
Errata lists (Publishing) United States 20th century. rbpub,,,,,,,
Errata lists. rbpri,,,,,,,
Errata slips (Printing) rbpri,1169,Errata slips (Printing) rbpri,,Errata slips,"(Printing), rbpri",1.0,
Essays 18th century. rbgenr,1171,Essays 18th century. rbgenr,,Essays,"18th century, rbgenr",1.0,
Essays France 20th century. rbgenr,,,,,,,
Essays rbgenr.,,,,,,,
Essays United States 19th century. rbgenr,1178,Essays United States 19th century. rbgenr,,Essays,"United States 19th century, rbgenr",0.95,
Essays. rbgenr,1179,Essays. rbgenr,,Essays,rbgenr,1.0,
Etiquette books. rbgenr,1183,Etiquette books. rbgenr,,Etiquette books,rbgenr,1.0,
Eulogies. rbgenr,,,,,,,
Execution sermons 1674. rbgenr,,,,,,,
Execution sermons 1713. rbgenr,,,,,,,
Execution sermons 1715. rbgenr,,,,,,,
Execution sermons 1768. rbgenr,,,,,,,
Execution sermons 1770. rbgenr,,,,,,,
Execution sermons 1772. rbgenr,,,,,,,
Execution sermons 1773. rbgenr,,,,,,,
Execution sermons 1784. rbgenr,,,,,,,
Execution sermons 1786. rbgenr,,,,,,,
Exhibition catalogs California Orange County Irvine 21st century. rbgenr,,,,,,,
Exhibition catalogs California San Francisco 21st century. rbgenr,,,,,,,
Exhibition catalogs New York (State) New York 1916. rbgenr,,,,,,,
Exhibition catalogs. rbgenr,1195,Exhibition catalogs. rbgenr,,Exhibition catalogs,rbgenr,1.0,
Exhibition catalogues. rbgenr,1199,Exhibition catalogues. rbgenr,,Exhibition catalogs,rbgenr,1.0,
Exploration literature England London 18th century rbgenr,,,,,,,
Exploration literature England London 18th century. rbgenr,,,,,,,
Exploration literature. rbgenr,1201,Exploration literature. rbgenr,,Exploration literature,rbgenr,1.0,
Facsimiles. rbgenr,1223,Facsimiles. rbgenr,,Facsimiles,rbgenr,1.0,
Fairy tales Switzerland Zu?rich 1989. rbgenr,,,,,,,
Fairy tales. rbgenr,,,,,,,
False imprints (Publishing) rbpub,,,,,,,
Family histories. rbgenr,1239,Family histories. rbgenr,,Family histories,rbgenr,1.0,
Fantasy literature United States. rbgenr,1257,Fantasy literature United States. rbgenr,,Fantasy literature,"United States, rbgenr",0.9,
Fantasy literature. rbgenr,1258,Fantasy literature. rbgenr,,Fantasy literature,rbgenr,1.0,
Fast day proclamations 1680 Apr. 15. rbgenr,,,,,,,
Fast day proclamations 1777 Apr. 3. rbgenr,,,,,,,
Fast day proclamations 1777 Jan. 29. rbgenr,,,,,,,
Fast day proclamations 1781 May 3. rbgenr,,,,,,,
Fast day sermons 1678 Nov. 21. rbgenr,,,,,,,
Fast day sermons 1679 July 3. rbgenr,,,,,,,
Fast day sermons 1703 May 19. rbgenr,,,,,,,
Fast day sermons 1733 Apr. 18. rbgenr,,,,,,,
Fast day sermons 1749 Apr. 27. rbgenr,,,,,,,
Fast day sermons 1775 July 20. rbgenr,,,,,,,
Fast day sermons 1781 Feb. 21. rbgenr,,,,,,,
Fast day sermons 1793 Sept. 20. rbgenr,,,,,,,
Fast day sermons 1798 May 9. rbgenr,,,,,,,
Fast day sermons 1799 Apr. 25. rbgenr,,,,,,,
Fast day sermons. rbgenr,1290,Fast day sermons. rbgenr,,Fast-day sermons,rbgenr,1.0,
Fast-day sermons 1854 Apr. 6. rbgenr,,,,,,,
Festschriften. rbgenr,1294,Festschriften. rbgenr,,Festschriften,rbgenr,1.0,
Fiction 1794. rbgenr,,,,,,,
Fiction 1854. rbgenr,,,,,,,
Fiction England 19th century. rbgenr,,,,,,,
Fiction English 19th century. rbgenr,1298,Fiction English 19th century. rbgenr,,Fiction,"English 19th century, rbgenr",1.0,
Fiction rbgenr,1303,Fiction rbgenr,,Fiction,rbgenr,1.0,
Fiction. rbgenr,1304,Fiction. rbgenr,,Fiction,rbgenr,1.0,
Fictitious imprints (Printing) rbpri,,,,,,,
Fillet tools (Binding) 18th century. rbbin MMeT,1308,Fillet tools (Binding) 18th century. rbbin MMeT,,Fillet tooling,"(Binding) 18th century, rbbin, MMeT",0.95,
Fillet tools (Binding) rbbin MMeT,1315,Fillet tools (Binding) rbbin MMeT,,Fillet tooling,"(Binding), rbbin, MMeT",0.95,
Fillet tools (Binding) rbbin MMeT,1316,Fillet tools (Binding) rbbin MMeT,,Fillet tooling,"(Binding), rbbin, MMeT",0.95,
Folio format (Printing) England 17th century. rbpri,1323,Folio format (Printing) England 17th century. rbpri,,Folio format,"(Printing) England 17th century, rbpri",1.0,
Folio format (Printing) England Bath 18th century. rbpri,,,,,,,
Folio format (Printing) England London 17th century. rbbin MMeT rbpri,,,,,,,
Folio format (Printing) England London 17th century. rbpri,1325,Folio format (Printing) England London 17th century. rbpri,,Folio format,"(Printing) England London 17th century, rbpri",1.0,
Folio format (Printing) rbpri,1333,Folio format (Printing) rbpri,,Folio format,rbpri,1.0,
Folio format (Printing) Switzerland Basel 16th century. rbpri,,,,,,,
Folk tales 1965. rbgenr,,,,,,,
Folk tales 1975. rbgenr,,,,,,,
Folk tales 1988. rbgenr,1349,Folk tales 1988. rbgenr,,Folk tales,"1988, rbgenr",1.0,
Folk tales 1990. rbgenr,1350,Folk tales 1990. rbgenr,,Folk tales,"1990, rbgenr",1.0,
Folk tales 1993. rbgenr,,,,,,,
Folk tales. rbgenr,1357,Folk tales. rbgenr,,Folk tales,rbgenr,1.0,
Formularies. rbgenr,,,,,,,
Fourth of July addresses 1787. rbgenr,,,,,,,
Fourth of July addresses 1792. rbgenr,,,,,,,
Fourth of July addresses 1794. rbgenr,,,,,,,
Fourth of July addresses 1797. rbgenr,,,,,,,
Fourth of July addresses 1798. rbgenr,,,,,,,
Fourth of July addresses 1799. rbgenr,,,,,,,
Fourth of July addresses 1825. rbgenr,,,,,,,
Fourth of July addresses 1844. rbgenr,,,,,,,
Fourth of July addresses 1860. rbgenr,,,,,,,
Fourth of July addresses 1863. rbgenr,,,,,,,
Fourth of July addresses 1864. rbgenr,,,,,,,
Fourth of July addresses 1870. rbgenr,,,,,,,
Fourth of July addresses 1876. rbgenr,1366,Fourth of July addresses 1876. rbgenr,,Fourth of July addresses,"1876, rbgenr",1.0,
Fourth of July orations 1788. rbgenr,,,,,,,
Fourth of July orations 1796. rbgenr,,,,,,,
Fourth of July orations 1799. rbgenr,,,,,,,
Fourth of July sermons 1790. rbgenr,,,,,,,
Foxing. rbpap,1367,Foxing. rbpap,,Foxing,rbpap,1.0,
Funeral addresses 1750. rbgenr,,,,,,,
Funeral addresses 1776. rbgenr,,,,,,,
Funeral addresses 1799. rbgenr,1369,Funeral addresses 1799. rbgenr,,Funeral addresses,"1799, rbgenr",1.0,
Funeral addresses 1800. rbgenr,1371,Funeral addresses 1800. rbgenr,,Funeral addresses,"1800, rbgenr",1.0,
Funeral books Italy 17th century. rbgenr,,,,,,,
Funeral books. rbgenr CtHT,,,,,,,
Funeral sermons 1705. rbgenr,,,,,,,
Funeral sermons 1708. rbgenr,,,,,,,
Funeral sermons 1713. rbgenr,,,,,,,
Funeral sermons 1724. rbgenr,,,,,,,
Funeral sermons 1727. rbgenr,,,,,,,
Funeral sermons 1733. rbgenr,,,,,,,
Funeral sermons 1737. rbgenr,,,,,,,
Funeral sermons 1739. rbgenr,,,,,,,
Funeral sermons 1746. rbgenr,,,,,,,
Funeral sermons 1756. rbgenr,,,,,,,
Funeral sermons 1767. rbgenr,,,,,,,
Funeral sermons 1770. rbgenr,,,,,,,
Funeral sermons 1771. rbgenr,,,,,,,
Funeral sermons 1776. rbgenr,,,,,,,
Funeral sermons 1784. rbgenr,,,,,,,
Funeral sermons 1791. rbgenr,,,,,,,
Funeral sermons 1793. rbgenr,,,,,,,
Funeral sermons 1795. rbgenr,,,,,,,
Funeral sermons 1799. rbgenr,1382,Funeral sermons 1799. rbgenr,,Funeral sermons,"1799, rbgenr",1.0,
Funeral sermons 1800. rbgenr,1383,Funeral sermons 1800. rbgenr,,Funeral sermons,"1800, rbgenr",1.0,
Galley proofs (Printing) United States 21st century. rbpri,,,,,,,
Gauffered edges (Binding) 16th century. rbbin MMeT,1386,Gauffered edges (Binding) 16th century. rbbin MMeT,,Gauffered edges,"(Binding) 16th century, rbbin, MMeT",1.0,
Gauffered edges (Binding) 18th century. rbbin MMeT,,,,,,,
Gauffered edges (Binding) rbbin MMeT,1388,Gauffered edges (Binding) rbbin MMeT,,Gauffered edges,"(Binding), rbbin, MMeT",1.0,
Gazetteers. rbgenr,1391,Gazetteers. rbgenr,,Gazetteers,rbgenr,1.0,
Genealogies England London 17th century. rbgenr,,,,,,,
Genealogies. rbgenr,1393,Genealogies. rbgenr,,Genealogies,rbgenr,1.0,
Gift books 1829. rbgenr,,,,,,,
Gift books 1847. rbgenr,,,,,,,
Gift books 1855. rbgenr,,,,,,,
Gift books 1856. rbgenr,,,,,,,
Gift books 1882. rbgenr,,,,,,,
Gift books England London 19th century. rbgenr,,,,,,,
Gift books Pennsylvania Philadelphia 19th century. rbgenr,,,,,,,
Gift books United States. rbgenr,,,,,,,
Gift books. rbgenr,1400,Gift books. rbgenr,,Gift books,rbgenr,1.0,
Glossaries. rbgenr,1412,Glossaries. rbgenr,,Glossaries,rbgenr,1.0,
Goatskin bindings (Binding) 17th century. rbbin MMeT,,,,,,,
Goatskin bindings (Binding) rbbin,,,,,,,
Goatskin bindings (Binding) rbbin MMeT,1413,Goatskin bindings (Binding) rbbin MMeT,,Goatskin bindings,"(Binding), rbbin, MMeT",1.0,
Gold toold bindings (Bindings). rbbin MMeT,,,,,,,
Gold tooled bindings (Binding) England 17th century. rbbin MMeT,,,,,,,
Gold tooled bindings (Binding) rbprov MMeT,,,,,,,
Grammars. rbgenr,1422,Grammars. rbgenr,,Grammars,rbgenr,1.0,
Greek style bindings England 16th century. rbbin MMeT,,,,,,,
Guidebooks 20th century. rbgenr,1423,Guidebooks 20th century. rbgenr,,Guidebooks,"20th century, rbgenr",1.0,
Guidebooks. rbgenr,1436,Guidebooks. rbgenr,,Guidebooks,rbgenr,1.0,
Half bindings (Binding) 19th century. rbbin MMeT,1438,Half bindings (Binding) 19th century. rbbin MMeT,,Half bindings,"(Binding) 19th century, rbbin, MMeT",1.0,
Half bindings (Binding) rbbin,1439,Half bindings (Binding) rbbin,,Half bindings,"(Binding), rbbin",1.0,
Half bindings (Binding) rbbin MMeT,1440,Half bindings (Binding) rbbin MMeT,,Half bindings,"(Binding), rbbin, MMeT",1.0,
Half bindings (Bindings) Italy 16th century. rbbin MMeT,,,,,,,
Half bindings (Bindings) rbbin,,,,,,,
Handmade paper printings (Printing) New York (N.Y.) 20th century. rbpri,,,,,,,
Handmade papers (Paper) 21st century. rbpap,1446,Handmade papers (Paper) 21st century. rbpap,,Handmade papers,"(Paper) 21st century, rbpap",1.0,
Handmade papers (Paper) England 19th century. rbpap,,,,,,,
Handmade papers (Paper) United States 21st century. rbpap,,,,,,,
Herbals England London 1815. rbgenr,,,,,,,
Herbals. rbgenr,1461,Herbals. rbgenr,,Herbals,rbgenr,1.0,
Historical fiction. rbgenr,1466,Historical fiction. rbgenr,,Historical fiction,rbgenr,1.0,
Historical works. rbgenr,,,,,,,
Hymnals. rbgenr,1470,Hymnals. rbgenr,,Hymnals,rbgenr,1.0,
Hymns. rbgenr,1472,Hymns. rbgenr,,Hymns,rbgenr,1.0,
Illustrated works Connecticut New Haven 21st century. rbgenr,,,,,,,
Illustrated works England 19th century. rbgenr,,,,,,,
Illustrated works England 20th century. rbgenr,,,,,,,
Illustrated works England Berkshire 20th century. rbgenr,,,,,,,
Illustrated works England London 19th century. rbgenr,1485,Illustrated works England London 19th century. rbgenr,,Illustrated works,"England London 19th century, rbgenr",1.0,
Illustrated works. rbgenr,1512,Illustrated works. rbgenr,,Illustrated works,rbgenr,1.0,
Ilustrated works. rbgenr,,,,,,,
Imaginary voyages 1988. rbgenr,,,,,,,
Imaginary voyages. rbgenr,1522,Imaginary voyages. rbgenr,,Imaginary voyages,rbgenr,1.0,
Imprimaturs (Printing) rbpri,1527,Imprimaturs (Printing) rbpri,,Imprimaturs,"(Printing), rbpri",1.0,
Incunabula. rbgenr,1537,Incunabula. rbgenr,,Incunabula,rbgenr,1.0,
Indexes. rbgenr,1539,Indexes. rbgenr,,Indexes,rbgenr,1.0,
Ink stamps (Provenance) rbprov MMeT,1545,Ink stamps (Provenance) rbprov MMeT,,Ink stamps,"(Provenance), rbprov, MMeT",1.0,
Inscriptions (Provenance) rbprov,,,,,,,
Inscriptions (Provenance) rbprov MMeT,,,,,,,
Insertions. rbgenr,,,,,,,
Installation sermons 1776. rbgenr,,,,,,,
Integral errata lists (Printing) rbpri,1562,Integral errata lists (Printing) rbpri,,Integral errata lists,"(Printing), rbpri",1.0,
Interviews. rbgenr,1568,Interviews. rbgenr,,Interviews,rbgenr,1.0,
Juvenile literature 1702. rbgenr,,,,,,,
Juvenile literature 1728. rbgenr,,,,,,,
Juvenile literature 1749. rbgenr,,,,,,,
Juvenile literature 1761. rbgenr,,,,,,,
Juvenile literature 1767. rbgenr,,,,,,,
Juvenile literature 1768. rbgenr,,,,,,,
Juvenile literature 1771. rbgenr,1591,Juvenile literature 1771. rbgenr,,Juvenile literature,"1771, rbgenr",1.0,
Juvenile literature 1773. rbgenr,1593,Juvenile literature 1773. rbgenr,,Juvenile literature,"1773, rbgenr",1.0,
Juvenile literature 1774. rbgenr,,,,,,,
Juvenile literature 1776. rbgenr,,,,,,,
Juvenile literature 1784. rbgenr,,,,,,,
Juvenile literature 1786. rbgenr,1601,Juvenile literature 1786. rbgenr,,Juvenile literature,"1786, rbgenr",1.0,
Juvenile literature 1787. rbgenr,1602,Juvenile literature 1787. rbgenr,,Juvenile literature,"1787, rbgenr",1.0,
Juvenile literature 1788. rbgenr,1603,Juvenile literature 1788. rbgenr,,Juvenile literature,"1788, rbgenr",1.0,
Juvenile literature 1790. rbgenr,1606,Juvenile literature 1790. rbgenr,,Juvenile literature,"1790, rbgenr",1.0,
Juvenile literature 1791. rbgenr,1607,Juvenile literature 1791. rbgenr,,Juvenile literature,"1791, rbgenr",1.0,
Juvenile literature 1792. rbgenr,1608,Juvenile literature 1792. rbgenr,,Juvenile literature,"1792, rbgenr",1.0,
Juvenile literature 1793. rbgenr,1609,Juvenile literature 1793. rbgenr,,Juvenile literature,"1793, rbgenr",1.0,
Juvenile literature 1794. rbgenr,1610,Juvenile literature 1794. rbgenr,,Juvenile literature,"1794, rbgenr",1.0,
Juvenile literature 1795. rbgenr,1612,Juvenile literature 1795. rbgenr,,Juvenile literature,"1795, rbgenr",1.0,
Juvenile literature 1796. rbgenr,1613,Juvenile literature 1796. rbgenr,,Juvenile literature,"1796, rbgenr",1.0,
Juvenile literature 1797. rbgenr,1614,Juvenile literature 1797. rbgenr,,Juvenile literature,"1797, rbgenr",1.0,
Juvenile literature 1798. rbgenr,1615,Juvenile literature 1798. rbgenr,,Juvenile literature,"1798, rbgenr",1.0,
Juvenile literature 1799. rbgenr,1616,Juvenile literature 1799. rbgenr,,Juvenile literature,"1799, rbgenr",1.0,
Juvenile literature 1800. rbgenr,1617,Juvenile literature 1800. rbgenr,,Juvenile literature,"1800, rbgenr",1.0,
Juvenile literature 1804. rbgenr,,,,,,,
Juvenile literature 1807. rbgenr,,,,,,,
Juvenile literature 1808. rbgenr,,,,,,,
Juvenile literature 1836. rbgenr,1622,Juvenile literature 1836. rbgenr,,Juvenile literature,"1836, rbgenr",1.0,
Juvenile literature 1849. rbgenr,1624,Juvenile literature 1849. rbgenr,,Juvenile literature,"1849, rbgenr",1.0,
Juvenile literature 1850. rbgenr,1625,Juvenile literature 1850. rbgenr,,Juvenile literature,"1850, rbgenr",1.0,
Juvenile literature 1852. rbgenr,,,,,,,
Juvenile literature 1856. rbgenr,1628,Juvenile literature 1856. rbgenr,,Juvenile literature,"1856, rbgenr",1.0,
Juvenile literature 1872. rbgenr,,,,,,,
Juvenile literature 1875. rbgenr,,,,,,,
Juvenile literature 1883. rbgenr,,,,,,,
Juvenile literature 1890. rbgenr,,,,,,,
Juvenile literature 1908. rbgenr,,,,,,,
Juvenile literature 1928. rbgenr,,,,,,,
Juvenile literature 1933. rbgenr,,,,,,,
Juvenile literature 1934. rbgenr,,,,,,,
Juvenile literature 1938. rbgenr,,,,,,,
Juvenile literature 1951. rbgenr,,,,,,,
Juvenile literature 1958. rbgenr,1640,Juvenile literature 1958. rbgenr,,Juvenile literature,"1958, rbgenr",1.0,
Juvenile literature 1969. rbgenr,1647,Juvenile literature 1969. rbgenr,,Juvenile literature,"1969, rbgenr",1.0,
Juvenile literature 1973. rbgenr,1650,Juvenile literature 1973. rbgenr,,Juvenile literature,"1973, rbgenr",1.0,
Juvenile literature 1975. rbgenr,1651,Juvenile literature 1975. rbgenr,,Juvenile literature,"1975, rbgenr",1.0,
Juvenile literature 1977. rbgenr,1654,Juvenile literature 1977. rbgenr,,Juvenile literature,"1977, rbgenr",1.0,
Juvenile literature 1984. rbgenr,1656,Juvenile literature 1984. rbgenr,,Juvenile literature,"1984, rbgenr",1.0,
Juvenile literature 1986. rbgenr,,,,,,,
Juvenile literature 1998. rbgenr,,,,,,,
Juvenile literature 19th century. rbgenr,,,,,,,
Juvenile literature Massachusetts Boston 1907. rbgenr,,,,,,,
Juvenile literature New York New York 1944. rbgenr,,,,,,,
Juvenile literature Periodicals. rbgenr,,,,,,,
Juvenile literature United States 19th century. rbgenr,,,,,,,
Juvenile literature United States. rbgenr CtHT,,,,,,,
Juvenile literature. rbgenr,1679,Juvenile literature. rbgenr,,Juvenile literature,rbgenr,1.0,
Laid papers (Paper) rbpap,1691,Laid papers (Paper) rbpap,,Laid papers,"(Paper), rbpap",1.0,
Laws. rbgenr,1695,Laws. rbgenr,,Laws,rbgenr,1.0,
Leaf books. rbgenr,1699,Leaf books. rbgenr,,Leaf books,rbgenr,1.0,
Leather bindings (Binding) 2014. rbbin,,,,,,,
Leather bindings (Binding) rbbin,1703,Leather bindings (Binding) rbbin,,Leather bindings,"(Binding), rbbin",1.0,
Leather bindings (Binding) rbbin MMeT,1704,Leather bindings (Binding) rbbin MMeT,,Leather bindings,"(Binding), rbbin, MMeT",1.0,
Lectures Delaware Wilmington 1800. rbgenr,,,,,,,
Lectures Massachusetts Boston 1784. rbgenr,,,,,,,
Lectures Massachusetts Cambridge 1755. rbgenr,,,,,,,
Lectures Massachusetts Cambridge 1762. rbgenr,,,,,,,
Lectures New York (N.Y.) 1794. rbgenr,,,,,,,
