id	original	status	updated_term	extraneous_text	confidence	error	GenreTerms
1530,Incunabula Italy Venice 1476. rbgenr,,Incunabula,"Italy Venice 1476, rbgenr",1.00,
1531,Incunabula Italy Venice 1482. rbgenr,,Incunabula,"Italy Venice 1482, rbgenr",1.00,
1532,Incunabula Italy Venice 1486. rbgenr,,Incunabula,"Italy Venice 1486, rbgenr",1.00,
1533,Incunabula Italy Venice 1490. rbgenr,,Incunabula,"Italy Venice 1490, rbgenr",1.00,
1534,Incunabula Italy Venice 1495. rbgenr,,Incunabula,"Italy Venice 1495, rbgenr",1.00,
1535,Incunabula Italy Venice 15th century. rbgenr,,Incunabula,"Italy Venice 15th century, rbgenr",1.00,
1536,Incunabula Italy. rbgenr,,Incunabula,"Italy, rbgenr",1.00,
1537,Incunabula. rbgenr,,Incunabula,rbgenr,1.00,
1538,Incunabula. rbmscv,,Incunabula,rbmscv,1.00,
1539,Indexes. rbgenr,,Indexes,rbgenr,1.00,
1540,India proof papers (Paper) England 19th century. rbpap,,India proof papers,"(Paper) England 19th century, rbpap",1.00,
1541,Indulgences. rbgenr,,Indulgences,rbgenr,1.00,
1542,Initials (Abbreviations),,Initials (Abbreviations),,0.00,no_match (not in rbms_terms.json)
1543,Initials combined with printed signatures,,Initials combined with printed signatures,,0.00,no_match (not in rbms_terms.json)
1544,Ink stamps (Provenance) 18th century. rbprov MMeT,,Ink stamps,"(Provenance) 18th century, rbprov, MMeT",1.00,
1545,Ink stamps (Provenance) rbprov MMeT,,Ink stamps,"(Provenance), rbprov, MMeT",1.00,
1546,Inlays,,Inlays,,0.00,no_match (not in rbms_terms.json)
1547,Inquisitiones post mortem,,Inquisitiones post mortem,,0.00,no_match (not in rbms_terms.json)
1548,Inscriptions,,Inscriptions,,1.00,
1549,Inserted text leaves,,Inserted text leaves,,0.00,no_match (not in rbms_terms.json)
1550,Insertions (Production),,Insertions (Production),,0.00,no_match (not in rbms_terms.json)
1551,Insertions (Provenance),,Insertions (Provenance),,0.00,no_match (not in rbms_terms.json)
1552,Inside reams,,Inside reams,,0.00,no_match (not in rbms_terms.json)
1553,Installation sermons,,Installation sermons,,0.00,no_match (not in rbms_terms.json)
1554,Intaglio watermarks,,Intaglio watermarks,,0.00,no_match (not in rbms_terms.json)
1555,Intaglio. rbpap,,Intaglio,rbpap,1.00,
1556,Integral errata lists (Printing) 17th century. rbpri,,Integral errata lists,"(Printing) 17th century, rbpri",1.00,
1557,Integral errata lists (Printing) England 17th century. rbpri,,Integral errata lists,"(Printing) England 17th century, rbpri",1.00,
1558,Integral errata lists (Printing) England 18th century. WaPS. rbpri,,Integral errata lists,"(Printing) England 18th century, WaPS, rbpri",0.95,
1559,Integral errata lists (Printing) England London 1767. rbpri,,Integral errata lists,"(Printing) England London 1767, rbpri",1.00,
1560,Integral errata lists (Printing) England London 1788. rbpri,,Integral errata lists,"(Printing) England London 1788, rbpri",1.00,
1561,Integral errata lists (Printing) France 16th century. rbpri,,Integral errata lists,"(Printing) France 16th century, rbpri",1.00,
1562,Integral errata lists (Printing) rbpri,,Integral errata lists,"(Printing), rbpri",1.00,
1563,Integral errata lists (Printings) rbpri,,Integral errata lists,"(Printings), rbpri",0.90,
1564,Integral errata lists (Publishing) France 16h century. rbpub,,Integral errata lists,"(Publishing) France 16th century, rbpub",0.90,
1565,Integral errata lists (Publishing) rbpub,,Integral errata lists,"(Publishing), rbpub",0.95,
1566,Integral errata lists. rbmscv,,Integral errata lists,rbmscv,1.00,
1567,Integral errata lists. rbpri,,Integral errata lists,rbpri,1.00,
1568,Interviews. rbgenr,,Interviews,rbgenr,1.00,
1569,Inverted blocks,,Inverted blocks,,0.00,no_match (not in rbms_terms.json)
1570,Invitations,,Invitations,,0.00,no_match (not in rbms_terms.json)
1571,Iridescent papers,,Iridescent papers,,0.00,no_match (not in rbms_terms.json)
1572,Iron clasps,,Iron clasps,,0.00,no_match (not in rbms_terms.json)
1573,Iron specks,,Iron specks,,0.00,no_match (not in rbms_terms.json)
1574,Islamic bindings (Binding) rbbin,,Islamic bindings,"(Binding), rbbin",1.00,
1575,Issues (Publishing) United States 20th century. rbgenr,,Issues,"(Publishing) United States 20th century, rbgenr",0.90,
1576,Italic types (Type evidence) Venice 1501. rbtyp,,Italic types,"(Type evidence) Venice 1501, rbtyp",1.00,
1577,Italic types rbmscv,,Italic types,rbmscv,1.00,
1578,Itineraries,,Itineraries,,0.00,no_match (not in rbms_terms.json)
1579,Ivory bindings,,Ivory bindings,,0.00,no_match (not in rbms_terms.json)
1580,Jansenist style bindings (Binding) rbbin MMeT,,Jansenist style bindings,"(Binding), rbbin, MMeT",1.00,
1581,Jute fibers (Paper) United States 21st century. rbpap,,Jute fiber papers,"United States 21st century, rbpap",0.95,
1582,Juvenile fiction. rbgenr,,Juvenile literature,rbgenr,0.90,
1583,Juvenile fiction. rbmscv,,Juvenile literature,rbmscv,0.90,
1584,Juvenile literature 1684. rbgenr,,Juvenile literature,"1684, rbgenr",1.00,
1585,Juvenile literature 1685. rbgenr,,Juvenile literature,"1685, rbgenr",1.00,
1586,Juvenile literature 1753. rbgenr,,Juvenile literature,"1753, rbgenr",1.00,
1587,Juvenile literature 1756. rbgenr,,Juvenile literature,"1756, rbgenr",1.00,
1588,Juvenile literature 1765. rbgenr,,Juvenile literature,"1765, rbgenr",1.00,
1589,Juvenile literature 1766. rbgenr,,Juvenile literature,"1766, rbgenr",1.00,
1590,Juvenile literature 1769. rbgenr,,Juvenile literature,"1769, rbgenr",1.00,
1591,Juvenile literature 1771. rbgenr,,Juvenile literature,"1771, rbgenr",1.00,
1592,Juvenile literature 1772. rbgenr,,Juvenile literature,"1772, rbgenr",1.00,
1593,Juvenile literature 1773. rbgenr,,Juvenile literature,"1773, rbgenr",1.00,
1594,Juvenile literature 1775. rbgenr,,Juvenile literature,"1775, rbgenr",1.00,
1595,Juvenile literature 1777. rbgenr,,Juvenile literature,"1777, rbgenr",1.00,
1596,Juvenile literature 1779. rbgenr,,Juvenile literature,"1779, rbgenr",1.00,
1597,Juvenile literature 1782. rbgenr,,Juvenile literature,"1782, rbgenr",1.00,
1598,Juvenile literature 1783. rbgenr,,Juvenile literature,"1783, rbgenr",1.00,
1599,Juvenile literature 1785. rbgenr,,Juvenile literature,"1785, rbgenr",1.00,
1600,Juvenile literature 1785. rbmscv,,Juvenile literature,"1785, rbmscv",1.00,
1601,Juvenile literature 1786. rbgenr,,Juvenile literature,"1786, rbgenr",1.00,
1602,Juvenile literature 1787. rbgenr,,Juvenile literature,"1787, rbgenr",1.00,
1603,Juvenile literature 1788. rbgenr,,Juvenile literature,"1788, rbgenr",1.00,
1604,Juvenile literature 1788. rbmscv,,Juvenile literature,"1788, rbmscv",1.00,
1605,Juvenile literature 1789. rbgenr,,Juvenile literature,"1789, rbgenr",1.00,
1606,Juvenile literature 1790. rbgenr,,Juvenile literature,"1790, rbgenr",1.00,
1607,Juvenile literature 1791. rbgenr,,Juvenile literature,"1791, rbgenr",1.00,
1608,Juvenile literature 1792. rbgenr,,Juvenile literature,"1792, rbgenr",1.00,
1609,Juvenile literature 1793. rbgenr,,Juvenile literature,"1793, rbgenr",1.00,
1610,Juvenile literature 1794. rbgenr,,Juvenile literature,"1794, rbgenr",1.00,
1611,Juvenile literature 1794. rbmscv,,Juvenile literature,"1794, rbmscv",1.00,
1612,Juvenile literature 1795. rbgenr,,Juvenile literature,"1795, rbgenr",1.00,
1613,Juvenile literature 1796. rbgenr,,Juvenile literature,"1796, rbgenr",1.00,
1614,Juvenile literature 1797. rbgenr,,Juvenile literature,"1797, rbgenr",1.00,
1615,Juvenile literature 1798. rbgenr,,Juvenile literature,"1798, rbgenr",1.00,
1616,Juvenile literature 1799. rbgenr,,Juvenile literature,"1799, rbgenr",1.00,
1617,Juvenile literature 1800. rbgenr,,Juvenile literature,"1800, rbgenr",1.00,
1618,Juvenile literature 1817. rbgenr,,Juvenile literature,"1817, rbgenr",1.00,
1619,Juvenile literature 1821. rbgenr,,Juvenile literature,"1821, rbgenr",1.00,
1620,Juvenile literature 1833. rbgenr,,Juvenile literature,"1833, rbgenr",1.00,
1621,Juvenile literature 1834. rbgenr,,Juvenile literature,"1834, rbgenr",1.00,
1622,Juvenile literature 1836. rbgenr,,Juvenile literature,"1836, rbgenr",1.00,
1623,Juvenile literature 1844. rbgenr,,Juvenile literature,"1844, rbgenr",1.00,
1624,Juvenile literature 1849. rbgenr,,Juvenile literature,"1849, rbgenr",1.00,
1625,Juvenile literature 1850. rbgenr,,Juvenile literature,"1850, rbgenr",1.00,
1626,Juvenile literature 1853. rbgenr,,Juvenile literature,"1853, rbgenr",1.00,
1627,Juvenile literature 1855. rbgenr,,Juvenile literature,"1855, rbgenr",1.00,
1628,Juvenile literature 1856. rbgenr,,Juvenile literature,"1856, rbgenr",1.00,
1629,Juvenile literature 1859. rbgenr,,Juvenile literature,"1859, rbgenr",1.00,
1630,Juvenile literature 1873. rbgenr,,Juvenile literature,"1873, rbgenr",1.00,
1631,Juvenile literature 1890. rbmscv,,Juvenile literature,"1890, rbmscv",1.00,
1632,Juvenile literature 1897. rbgenr,,Juvenile literature,"1897, rbgenr",1.00,
1633,Juvenile literature 1898. rbgenr,,Juvenile literature,"1898, rbgenr",1.00,
1634,Juvenile literature 1903. rbgenr,,Juvenile literature,"1903, rbgenr",1.00,
1635,Juvenile literature 1916. rbgenr,,Juvenile literature,"1916, rbgenr",1.00,
1636,Juvenile literature 1919. rbgenr,,Juvenile literature,"1919, rbgenr",1.00,
1637,Juvenile literature 1953. rbgenr,,Juvenile literature,"1953, rbgenr",1.00,
1638,Juvenile literature 1955. rbgenr,,Juvenile literature,"1955, rbgenr",1.00,
1639,Juvenile literature 1956. rbgenr,,Juvenile literature,"1956, rbgenr",1.00,
1640,Juvenile literature 1958. rbgenr,,Juvenile literature,"1958, rbgenr",1.00,
1641,Juvenile literature 1959. rbgenr,,Juvenile literature,"1959, rbgenr",1.00,
1642,Juvenile literature 1962. rbgenr,,Juvenile literature,"1962, rbgenr",1.00,
1643,Juvenile literature 1965. rbgenr,,Juvenile literature,"1965, rbgenr",1.00,
1644,Juvenile literature 1966. rbgenr,,Juvenile literature,"1966, rbgenr",1.00,
1645,Juvenile literature 1967. rbgenr,,Juvenile literature,"1967, rbgenr",1.00,
1646,Juvenile literature 1968. rbgenr,,Juvenile literature,"1968, rbgenr",1.00,
1647,Juvenile literature 1969. rbgenr,,Juvenile literature,"1969, rbgenr",1.00,
1648,Juvenile literature 1971. rbgenr,,Juvenile literature,"1971, rbgenr",1.00,
1649,Juvenile literature 1972. rbgenr,,Juvenile literature,"1972, rbgenr",1.00,
1650,Juvenile literature 1973. rbgenr,,Juvenile literature,"1973, rbgenr",1.00,
1651,Juvenile literature 1975. rbgenr,,Juvenile literature,"1975, rbgenr",1.00,
1652,Juvenile literature 1975. rbmscv,,Juvenile literature,"1975, rbmscv",1.00,
1653,Juvenile literature 1976. rbgenr,,Juvenile literature,"1976, rbgenr",1.00,
1654,Juvenile literature 1977. rbgenr,,Juvenile literature,"1977, rbgenr",1.00,
1655,Juvenile literature 1978. rbgenr,,Juvenile literature,"1978, rbgenr",1.00,
1656,Juvenile literature 1984. rbgenr,,Juvenile literature,"1984, rbgenr",1.00,
1657,Juvenile literature 1988. rbgenr,,Juvenile literature,"1988, rbgenr",1.00,
1658,Juvenile literature 1988. rbmscv,,Juvenile literature,"1988, rbmscv",1.00,
1659,Juvenile literature 1989. rbgenr,,Juvenile literature,"1989, rbgenr",1.00,
1660,Juvenile literature 1990. rbgenr,,Juvenile literature,"1990, rbgenr",1.00,
1661,Juvenile literature 1993. rbgenr,,Juvenile literature,"1993, rbgenr",1.00,
1662,Juvenile literature 1999. rbgenr,,Juvenile literature,"1999, rbgenr",1.00,
1663,Juvenile literature 20th century United States. rbgenr,,Juvenile literature,"20th century United States, rbgenr",1.00,
1664,Juvenile literature 20th century. rbgenr,,Juvenile literature,"20th century, rbgenr",1.00,
1665,Juvenile literature English 20th century. rbgenr,,Juvenile literature,"English 20th century, rbgenr",1.00,
1666,Juvenile literature Irish In English 20th century. rbgenr,,Juvenile literature,"Irish in English 20th century, rbgenr",0.90,
1667,Juvenile literature Massachusetts Boston 1938. rbgenr,,Juvenile literature,"Massachusetts Boston 1938, rbgenr",1.00,
1668,Juvenile literature Massachusetts Boston 1974. rbgenr,,Juvenile literature,"Massachusetts Boston 1974, rbgenr",1.00,
1669,Juvenile literature Massachusetts Boston 1986. rbgenr,,Juvenile literature,"Massachusetts Boston 1986, rbgenr",1.00,
1670,Juvenile literature New York (N.Y.) 1983. rbgenr,,Juvenile literature,"New York (N.Y.) 1983, rbgenr",1.00,
1671,Juvenile literature New York (N.Y.) 1984. rbgenr,,Juvenile literature,"New York (N.Y.) 1984, rbgenr",1.00,
1672,Juvenile literature New York (N.Y.) 1986. rbgenr,,Juvenile literature,"New York (N.Y.) 1986, rbgenr",1.00,
1673,Juvenile literature New York (State) Garden City 1953. rbgenr,,Juvenile literature,"New York (State) Garden City 1953, rbgenr",1.00,
1674,Juvenile literature New York (State) New York 1849. rbgenr,,Juvenile literature,"New York (State) New York 1849, rbgenr",1.00,
1675,Juvenile literature New York (State) New York 1907. rbgenr,,Juvenile literature,"New York (State) New York 1907, rbgenr",1.00,
1676,Juvenile literature New York (State) New York 1934. rbgenr,,Juvenile literature,"New York (State) New York 1934, rbgenr",1.00,
1677,Juvenile literature New York (State) New York 1939. rbgenr,,Juvenile literature,"New York (State) New York 1939, rbgenr",1.00,
1678,Juvenile literature 1939 rbmscv,,Juvenile literature,"1939, rbmscv",1.00,
1679,Juvenile literature. rbgenr,,Juvenile literature,rbgenr,1.00,
1680,Juvenile literature. rbgenr CtHT,,Juvenile literature,"rbgenr, CtHT",0.90,
1681,Juvenile literature. rbmscv,,Juvenile literature,rbmscv,1.00,
1682,Juvenile literature. rbmscv http://id.loc.gov/vocabulary/rbmscv/cv00985,,Juvenile literature,"rbmscv, http://id.loc.gov/vocabulary/rbmscv/cv00985",0.92,
1683,Juvenilia New York (State) New York 1925. rbgenr,,Juvenilia,"New York (State) New York 1925, rbgenr",1.00,
1684,Keepsakes Great Britain 20th century. rbgenr,,Keepsakes,"Great Britain 20th century, rbgenr",1.00,
1685,Keepsakes Maine Rockport 2020. rbgenr,,Keepsakes,"Maine Rockport 2020, rbgenr",1.00,
1686,Kozo fibers (Paper) rbpap,,Kozo fiber papers,"(Paper), rbpap",1.00,
1687,Kozo fibers (Paper) United States 21st century. rbpap,,Kozo fiber papers,"(Paper) United States 21st century, rbpap",0.95,
1688,Labels (Provenance) England 19th century rbprov MMeT,,Labels (Provenance),"England 19th century, rbprov, MMeT",1.00,
1689,Labels (Provenance) England 19th century. rbprov MMeT,,Labels (Provenance),"England 19th century, rbprov, MMeT",1.00,
1690,Labels (Provenance) rbprov MMeT,,Labels (Provenance),"rbprov, MMeT",1.00,
1691,Laid papers (Paper) rbpap,,Laid papers,"(Paper), rbpap",1.00,
1692,Large paper printings (Printing) England London 18th century. rbpri,,Large paper printings,"(Printing) England London 18th century, rbpri",1.00,
1693,Large paper printings (Printing) England London 19th century. rbpri,,Large paper printings,"(Printing) England London 19th century, rbpri",1.00,
1694,Large paper printings (Printing) rbpri PPT,,Large paper printings,"(Printing), rbpri, PPT",0.90,
1695,Laws. rbgenr,,Laws,rbgenr,1.00,
1696,Leaf books (Genre). rbgenr,,Leaf books,rbgenr,1.00,
1697,Leaf books 20th century. rbgenr,,Leaf books,"20th century, rbgenr",1.00,
1698,Leaf books 20th century. rbmscv,,Leaf books,"20th century, rbmscv",1.00,
1699,Leaf books. rbgenr,,Leaf books,rbgenr,1.00,
1700,Leaf books. rbmscv,,Leaf books,rbmscv,1.00,
1701,Leather bindings (Binding) 16th century. rbbin MMeT,,Leather bindings,"(Binding) 16th century, rbbin, MMeT",1.00,
1702,Leather bindings (Binding) 19th century. rbbin,,Leather bindings,"(Binding) 19th century, rbbin",1.00,
1703,Leather bindings (Binding) rbbin,,Leather bindings,"(Binding), rbbin",1.00,
1704,Leather bindings (Binding) rbbin MMeT,,Leather bindings,"(Binding), rbbin, MMeT",1.00,
1705,Leather bindings. rbmscv,,Leather bindings,rbmscv,1.00,
1706,Leather bindings. rbmscv MMeT,,Leather bindings,"rbmscv, MMeT",0.95,
1707,Leather blindings. rbmscv MMeT,,Leather bindings,"rbmscv, MMeT",0.60,typo in original (blindings -> bindings)
1708,Lectures 20th century. rbgenr,,Lectures,"20th century, rbgenr",1.00,
1709,Lectures Massachusetts Boston 20th century. rbgenr,,Lectures,"Massachusetts Boston 20th century, rbgenr",0.95,
1710,Lectures. rbgenr,,Lectures,rbgenr,1.00,
1711,Lectures. rbmscv,,Lectures,rbmscv,1.00,
1712,Legal instruments England London 17th century. rbgenr,,Legal instruments,"England London 17th century, rbgenr",1.00,
1713,Legal petitions. rbgenr,,Legal petitions,rbgenr,1.00,
1714,Legislative addresses 1789. rbmscv,,Legislative addresses,"1789, rbmscv",1.00,
1715,Legislative proceedings. rbgenr,,Legislative proceedings,rbgenr,1.00,
1716,Lettering pieces (Binding) rbbin,,Lettering pieces,"(Binding), rbbin",1.00,
1717,Lettering pieces (Binding) rbbin MMeT,,Lettering pieces,"(Binding), rbbin, MMeT",0.95,
1718,Lettering pieces (Bindings) rbbin MMeT,,Lettering pieces,"(Bindings), rbbin, MMeT",0.95,
1719,Lettering pieces rbmscv MMeT,,Lettering pieces,"rbmscv, MMeT",0.90,
1720,Lettering pieces. rbmscv MMeT,,Lettering pieces,"rbmscv, MMeT",0.90,
1721,Lettering pieces.. rbmscv MMeT,,Lettering pieces,"rbmscv, MMeT",0.85,formatting irregularity
1722,Letterpress types (Type evidence) rbtyp,,Letterpress types,"(Type evidence), rbtyp",1.00,
1723,Letters (Correspondence) rbgenr,,Letters,"(Correspondence), rbgenr",1.00,
1724,Letters 1913. rbgenr,,Letters,"1913, rbgenr",1.00,
1725,Letters 1956. rbgenr,,Letters,"1956, rbgenr",1.00,
1726,Letters 19th century. rbgenr,,Letters,"19th century, rbgenr",1.00,
1727,Letters California Represa 20th century. rbgenr,,Letters,"California Represa 20th century, rbgenr",0.90,
1728,Letters England 18th century. rbgenr,,Letters,"England 18th century, rbgenr",1.00,
1729,Letters England 18th century. rbmscv,,Letters,"England 18th century, rbmscv",1.00,
1730,Letters Italy Venice 16th century. rbgenr,,Letters,"Italy Venice 16th century, rbgenr",1.00,
1731,Letters New York (State) New York 19th century. rbmscv,,Letters,"New York (State) New York 19th century, rbmscv",0.95,
1732,Letters United States 21st century. rbgenr,,Letters,"United States 21st century, rbgenr",0.95,
1733,Letters. rbgenr,,Letters,rbgenr,1.00,
1734,Letters. rbmscv,,Letters,rbmscv,1.00,
1735,Library catalogs England London. rbgenr,,Library catalogs,"England London, rbgenr",1.00,
1736,Library catalogues England 16th century. rbgenr,,Library catalogs,"England 16th century, rbgenr",1.00,
1737,Library catalogues England Cambridge 19th century. rbgenr,,Library catalogs,"England Cambridge 19th century, rbgenr",1.00,
1738,Library catalogues. rbgenr,,Library catalogs,rbgenr,1.00,
1739,Library copies (Provenance) England. rbprov MMeT,,Library copies,"(Provenance) England, rbprov, MMeT",1.00,
1740,Library copies (Provenance) rbprov MMeT,,Library copies,"(Provenance), rbprov, MMeT",0.95,
1741,Librettos. rbgenr,,Librettos,rbgenr,1.00,
1742,Libri amicorum,,Libri amicorum,,0.00,no_match (not in rbms_terms.json)
1743,Limb bindings (Binding) rbbin MMeT,,Limb bindings,"(Binding), rbbin, MMeT",1.00,
1744,Limitation statement (Publishing) rbpub,,Limitation statements,"(Publishing), rbpub",0.95,
1745,Limitation statements (Printing) California Berkeley. rbpri,,Limitation statements,"(Printing) California Berkeley, rbpri",0.95,
1746,Limitation statements (Printing) Colorado 21st century. rbpri,,Limitation statements,"(Printing) Colorado 21st century, rbpri",0.95,
1747,Limitation statements (Printing) England London 1831. rbpri,,Limitation statements,"(Printing) England London 1831, rbpri",0.95,
1748,Limitation statements (Printing) New York (State) New York (City) 1929. rbpri,,Limitation statements,"(Printing) New York (State) New York (City) 1929, rbpri",0.95,
