id,655 - Local Param 04,status,updated_term,extraneous_text,confidence,error
2028,1723. rbgenr,no_match,,1723; rbgenr,0,
2029,1725. rbgenr,no_match,,1725; rbgenr,0,
2030,1727. rbgenr,no_match,,1727; rbgenr,0,
2031,1728. rbgenr,no_match,,1728; rbgenr,0,
2032,1731. rbgenr,no_match,,1731; rbgenr,0,
2033,1732. rbgenr,no_match,,1732; rbgenr,0,
2034,1734. rbgenr,no_match,,1734; rbgenr,0,
2035,1735. rbgenr,no_match,,1735; rbgenr,0,
2036,1736. rbgenr,no_match,,1736; rbgenr,0,
2037,1737. rbgenr,no_match,,1737; rbgenr,0,
2038,1742. rbgenr,no_match,,1742; rbgenr,0,
2039,1744. rbgenr,no_match,,1744; rbgenr,0,
2040,1745. rbgenr,no_match,,1745; rbgenr,0,
2041,1749. rbgenr,no_match,,1749; rbgenr,0,
2042,1751. rbgenr,no_match,,1751; rbgenr,0,
2043,1752. rbgenr,no_match,,1752; rbgenr,0,
2044,1754. rbgenr,no_match,,1754; rbgenr,0,
2045,1755. rbgenr,no_match,,1755; rbgenr,0,
2046,1756. rbgenr,no_match,,1756; rbgenr,0,
2047,1759. rbgenr,no_match,,1759; rbgenr,0,
2048,1762. rbgenr,no_match,,1762; rbgenr,0,
2049,1773. rbgenr,no_match,,1773; rbgenr,0,
2050,1781. rbgenr,no_match,,1781; rbgenr,0,
2051,1799. rbgenr,no_match,,1799; rbgenr,0,
2052,Collections. rbgenr,matched,Collections,rbgenr,0.85,
2053,bindings (Binding) 18th century. rbbin,matched,Bindings (Provenance),(Binding) 18th century; rbbin,0.9,
2054,marks (Provenance) rbprov,matched,Marks (Provenance),rbprov,0.95,
2055,stories. rbgenr,matched,Narratives,rbgenr,0.7,
2056,registers (Printing) England London 1760. rbpri,matched,Registers (Printing),England London 1760; rbpri,0.9,
2057,registers (Printing) rbpri,matched,Registers (Printing),rbpri,0.9,
2058,narratives United States 19th century. rbgenr,matched,Narratives,United States 19th century; rbgenr,0.9,
2059,programs New York (State) New York. rbgenr,matched,Programs,New York (State) New York; rbgenr,0.9,
2060,programs. rbgenr,matched,Programs,rbgenr,0.9,
2061,or tooled bindings (Binding) England 17th century. rbbin MMeT,matched,Gold tooled bindings,"(Binding) England 17th century; rbbin, MMeT",0.88,
2062,(Printing) England 17th century. rbpri MMeT,no_match,,"(Printing) England 17th century; rbpri, MMeT",0,
2063,without words. rbgenr,no_match,,without words; rbgenr,0,ambiguous ??? no RBMS term
2064,Collection. rbgenr,matched,Collection,rbgenr,0.8,
2065,lists England 18th century. rbgenr,matched,Lists,England 18th century; rbgenr,0.85,
2066,lists England London 18th century. rbgenr,matched,Lists,England London 18th century; rbgenr,0.85,
2067,lists England London 19th century. rbgenr,matched,Lists,England London 19th century; rbgenr,0.85,
2068,lists Massachusetts 18th century. rbgenr,matched,Lists,Massachusetts 18th century; rbgenr,0.85,
2069,lists Massachusetts Boston 18th century. rbgenr,matched,Lists,Massachusetts Boston 18th century; rbgenr,0.85,
2070,lists Pennsylvania 19th century. rbgenr,matched,Lists,Pennsylvania 19th century; rbgenr,0.85,
2071,lists United States Philadelphia 19th century. rbgenr,matched,Lists,United States Philadelphia 19th century; rbgenr,0.85,
2072,lists (Publishing) England 20th century. rbpub,matched,Lists (Publishing),England 20th century; rbpub,0.9,
2073,lists (Publishing) England Leeds 19th century. rbpub UkReU,matched,Lists (Publishing),"England Leeds 19th century; rbpub, UkReU",0.9,
2074,lists (Publishing) Great Britain 19th century. rbpub,matched,Lists (Publishing),Great Britain 19th century; rbpub,0.9,
2075,lists (Publishing) rbpub,matched,Lists (Publishing),rbpub,0.9,
2076,lists England 19th century rbpub,matched,Lists (Publishing),England 19th century; rbpub,0.85,
2077,lists. rbpub,matched,Lists (Publishing),rbpub,0.85,
2078,publications England London 18th century. rbgenr,matched,Publications,England London 18th century; rbgenr,0.8,
2079,1833. rbgenr,no_match,,1833; rbgenr,0,
2080,19th century United States Specimens. rbgenr,no_match,,19th century United States Specimens; rbgenr,0,
2081,Botany 1842. rbgenr,matched,Botany,1842; rbgenr,0.7,
2082,Psychology 1857/58. rbgenr,matched,Psychology,1857/58; rbgenr,0.7,
2083,U.S. Constitution 1875/75-1886/87. rbgenr,no_match,,U.S. Constitution 1875/75-1886/87; rbgenr,0,ambiguous / complex date range
2084,day addresses 1772 Dec. 3. rbgenr,matched,Day addresses,1772-12-03; rbgenr,0.85,
2085,day proclamations 1777 Dec. 18. rbgenr,matched,Fast-day proclamations,1777-12-18; rbgenr,0.85,
2086,day proclamations 1782 Nov. 28. rbgenr,matched,Fast-day proclamations,1782-11-28; rbgenr,0.85,
2087,sermons 1747 Dec 10. rbgenr,matched,Sermons,1747-12-10; rbgenr,1,
2088,sermons 1754 Nov. 18. rbgenr,matched,Sermons,1754-11-18; rbgenr,1,
2089,sermons 1757 Dec. 10. rbgenr,matched,Sermons,1757-12-10; rbgenr,1,
2090,sermons 1758 Nov. 23. rbgenr,matched,Sermons,1758-11-23; rbgenr,1,
2091,sermons 1760 Mar. 6. rbgenr,matched,Sermons,1760-03-06; rbgenr,1,
2092,sermons 1774 Dec. 15. rbgenr,matched,Sermons,1774-12-15; rbgenr,1,
2093,sermons 1783 Dec. 11. rbgenr,matched,Sermons,1783-12-11; rbgenr,1,
2094,sermons 1793 Dec. 12. rbgenr,matched,Sermons,1793-12-12; rbgenr,1,
2095,sermons 1795 Feb. 19. rbgenr,matched,Sermons,1795-02-19; rbgenr,1,
2096,sermons 1798 Nov. 29. rbgenr,matched,Sermons,1798-11-29; rbgenr,1,
2097,sermons 1799 Feb. 5. rbgenr,matched,Sermons,1799-02-05; rbgenr,1,
2098,sermons. rbgenr,matched,Sermons,rbgenr,1,
2099,programs Washington (D.C.) rbgenr,matched,Programs,Washington (D.C.); rbgenr,0.9,
2100,programs Washington (D.C.). rbgenr,matched,Programs,Washington (D.C.); rbgenr,0.9,
2101,catalog. rbgenr,matched,Catalogs,rbgenr,1,
2102,catalogues Patent medicines. rbgenr,matched,Catalogs,Patent medicines; rbgenr,0.85,
2103,France 17th century. rbgenr,no_match,,France 17th century; rbgenr,0,place/date only ??? no RBMS term
2104,literature 17th century. rbgenr,matched,Literature,17th century; rbgenr,0.6,
2105,literature 1880-1889. rbgenr,matched,Literature,1880-1889; rbgenr,0.6,
2106,literature 18th century. rbgenr,matched,Literature,18th century; rbgenr,0.6,
2107,literature Canada 19th century. rbgenr,matched,Literature,Canada 19th century; rbgenr,0.6,
2108,literature Central America 19th century. rbgenr,matched,Literature,Central America 19th century; rbgenr,0.6,
2109,literature Colorado 19th century. rbgenr,matched,Literature,Colorado 19th century; rbgenr,0.6,
2110,literature Europe 18th century. rbgenr,matched,Literature,Europe 18th century; rbgenr,0.6,
2111,literature Europe 19th century. rbgenr,matched,Literature,Europe 19th century; rbgenr,0.6,
2112,literature Great Britain 19th century. rbgenr,matched,Literature,Great Britain 19th century; rbgenr,0.6,
2113,literature Iceland 1936. rbgenr,matched,Literature,Iceland 1936; rbgenr,0.6,
2114,literature Kenya 1930-1939. rbgenr,matched,Literature,Kenya 1930-1939; rbgenr,0.6,
2115,literature Nepal 1960-1969. rbgenr,matched,Literature,Nepal 1960-1969; rbgenr,0.6,
2116,literature New York (N.Y.) 19th century. rbgenr,matched,Literature,New York (N.Y.) 19th century; rbgenr,0.6,
2117,literature United States 20th century. rbgenr,matched,Literature,United States 20th century; rbgenr,0.6,
2118,sheep bindings (Binding) rbbin MMeT,matched,Sheepskin bindings,"(Binding); rbbin, MMeT",0.9,
2119,crime literature. rbgenr,matched,Crime literature,rbgenr,0.9,
2120,faces (Type evidence) Garamond. rbtyp,matched,Faces (Type evidence) ??? Garamond,rbtyp,1,
2121,ornaments (Printing) Scotland Edinburgh 1771. rbpri,matched,Ornaments (Printing),Scotland Edinburgh 1771; rbpri,0.95,
2122,ornaments (Type evidence) rbtyp,matched,Ornaments (Type evidence),rbtyp,0.9,
2123,specimens New York (State) New York 1921. rbgenr,matched,Specimens,New York (State) New York 1921; rbgenr,0.9,
2124,specimens. rbgenr,matched,Specimens,rbgenr,1,
2125,(Type evidence) - Emerson (Monotype) rbtyp,matched,Type evidence ??? Emerson (Monotype),rbtyp,1,
2126,(Type evidence) Baskerville (Monotype) rbtyp,matched,Type evidence ??? Baskerville (Monotype),rbtyp,1,
2127,(Type evidence) Baskerville. rbtyp,matched,Type evidence ??? Baskerville,rbtyp,1,
2128,(Type evidence) Bembo (Adobe) rbtyp,matched,Type evidence ??? Bembo (Adobe),rbtyp,1,
2129,(Type evidence) Bembo. rbtyp,matched,Type evidence ??? Bembo,rbtyp,1,
2130,(Type evidence) Bodoni. rbtyp,matched,Type evidence ??? Bodoni,rbtyp,1,
2131,(Type evidence) Brook. rbtyp,matched,Type evidence ??? Brook,rbtyp,1,
2132,(Type evidence) Caledonia (Linotype) rbtyp,matched,Type evidence ??? Caledonia (Linotype),rbtyp,1,
2133,(Type evidence) Caslon Old Style. rbtyp,matched,Type evidence ??? Caslon Old Style,rbtyp,1,
2134,(Type evidence) Caslon. rbtyp,matched,Type evidence ??? Caslon,rbtyp,1,
2135,(Type evidence) Centaur. rbtyp,matched,Type evidence ??? Centaur,rbtyp,1,
2136,(Type evidence) Dante. rbtyp,matched,Type evidence ??? Dante,rbtyp,1,
2137,(Type evidence) English Monotype Bell. rbtyp,matched,Type evidence ??? English Monotype Bell,rbtyp,1,
2138,(Type evidence) Galliard. rbtyp,matched,Type evidence ??? Galliard,rbtyp,1,
2139,(Type evidence) Goudy. rbtyp,matched,Type evidence ??? Goudy,rbtyp,1,
2140,(Type evidence) Grolier. rbtyp,matched,Type evidence ??? Grolier,rbtyp,1,
2141,(Type evidence) Janson. rbtyp,matched,Type evidence ??? Janson,rbtyp,1,
2142,(Type evidence) Jenson. rbtyp,matched,Type evidence ??? Jenson,rbtyp,1,
2143,(Type evidence) Linotype Electra. rbtyp,matched,Type evidence ??? Linotype Electra,rbtyp,1,
2144,(Type evidence) Lintotype Caledonia. rbtyp,matched,Type evidence ??? Linotype Caledonia,rbtyp,1,
2145,(Type evidence) Metrolite (Linotype) rbtyp,matched,Type evidence ??? Metrolite (Linotype),rbtyp,1,
2146,(Type evidence) Mountjoye. rbtyp,matched,Type evidence ??? Mountjoye,rbtyp,1,
2147,(Type evidence) Palatino. rbtyp,matched,Type evidence ??? Palatino,rbtyp,1,
2148,(Type evidence) Perpetua. rbtyp,matched,Type evidence ??? Perpetua,rbtyp,1,
2149,(Type evidence) Times Roman. rbtyp,matched,Type evidence ??? Times Roman,rbtyp,1,
2150,(Type evidence) Univers. rbtyp,matched,Type evidence ??? Univers,rbtyp,1,
2151,(Type evidence) Waverley. rbtyp,matched,Type evidence ??? Waverley,rbtyp,1,
2152,"(Type evidence), Caslon. rbtyp",matched,Type evidence ??? Caslon,rbtyp,0.95,
2153,proofs (Printing) England 20th century. rbpri,matched,Proofs (Printing),England 20th century; rbpri,0.95,
2154,proofs (Printing) United States 20th century. rbpri,matched,Proofs (Printing),United States 20th century; rbpri,0.95,
2155,edges (Paper) England London 20th century. rbpap,matched,Deckled edges,(Paper) England London 20th century; rbpap,0.7,
2156,edges (Paper) rbpap MMeT,matched,Deckled edges,"(Paper); rbpap, MMeT",0.7,
2157,(Bindings) Italy 16th century. rbbin MMeT,matched,Bindings (Provenance),"(Bindings) Italy 16th century; rbbin, MMeT",0.8,
2158,(Bindings) Italy 17th century. rbbin MMeT,matched,Bindings (Provenance),"(Bindings) Italy 17th century; rbbin, MMeT",0.8,
2159,bindings (Binding. rbbin MMeT,matched,Bindings (Provenance),"rbbin, MMeT",0.9,formatting/parenthesis irregularity
2160,(Paper) 20th century. rbpap,no_match,,(Paper) 20th century; rbpap,0,qualifier-only
2161,fiction New York (State) New York 1935. rbgenr,matched,Fiction,New York (State) New York 1935; rbgenr,0.95,
2162,supremacist literature 19th century. rbgenr,matched,Prejudicial works,19th century; rbgenr,0.7,mapped to 'Prejudicial works' (approximate)
2163,United States 1851. rbpri,no_match,,United States 1851; rbpri,0,date/place ??? no RBMS term
2164,boards (Binding) rbbin,matched,Pasteboard (Binding),(Binding); rbbin,0.6,best-effort mapping to board/pasteboard bindings
2165,papers (Papers) rbpap,matched,Papers,rbpap,0.9,source had duplicate/variant phrasing
2166,Artists? books. rbmscv,matched,Artists' books,rbmscv,1,
2167,Hahnemu?hler (paper). rbpap,matched,HahnemÅhle (paper),rbpap,0.95,diacritics normalized
2168,Paper evidence (Paper) HahnamÅhle Ingres. rbpap,matched,Paper evidence (Paper),HahnamÅhle Ingres; rbpap,0.9,
2169,Paper evidence (Paper) Hahnemu?hle Ingres. rbpap,matched,Paper evidence (Paper),HahnemÅhle Ingres; rbpap,0.9,
2170,Paper evidence (Paper) Moulin du Gu?. rbpap,matched,Paper evidence (Paper),Moulin du Gu?; rbpap,0.85,
2171,Printers? devices (Printing) rbpri,matched,Printers' devices,(Printing) rbpri,0.95,
2172,Publishers' advertisements Germany Mu?nchen 1981. rbgenr,matched,Publishers' advertisements,Germany MÅnchen 1981; rbgenr,0.9,diacritics normalized
2173,Publishers' cloth bindings (Binding) Germany G?ttingen 21st century. rbbin StSaUL,matched,Publishers' cloth bindings,"(Binding) Germany G?ttingen 21st century; rbbin, StSaUL",0.9,
2174,Switzerland Zu?rich 20th century. rbgenr,no_match,,Switzerland ZÅrich 20th century; rbgenr,0,place/date only ? no RBMS term
2175,tales Switzerland Zu?rich 1989. rbgenr,matched,Folk tales,Switzerland ZÅrich 1989; rbgenr,0.9,
2176,format (Printing) Germany K?nigsberg 18th century. rbpri,no_match,,(Printing) Germany K?nigsberg 18th century; rbpri,0,format fragment ? no single RBMS term
2177,format (Printing) Germany TÅbingen 18th century. rbpri,no_match,,(Printing) Germany TÅbingen 18th century; rbpri,0,format fragment ? no single RBMS term
2178,catalogues 1898. rbgenr,matched,Catalogs,1898; rbgenr,0.9,
2179,format (Printing) Germany G?ttingen 18th century. rbpri,no_match,,(Printing) Germany G?ttingen 18th century; rbpri,0,format fragment ? no single RBMS term
2180,(Binding) 19th century. rbbin MMeT,matched,Bindings (Provenance),"(Binding) 19th century; rbbin, MMeT",0.8,mapped broadly to bindings/binding-related vocabulary
2181,(Binding). rbbin,no_match,,(Binding); rbbin,0,qualifier-only ? no standalone RBMS term
2182,Specimens Great Britain 1894. rbgenr,matched,Specimens,Great Britain 1894; rbgenr,0.9,
2183,Artists? books. rbmscv,matched,Artists' books,rbmscv,1,
2184,Hahnemu?hler (paper). rbpap,matched,HahnemÅhle (paper),rbpap,0.95,diacritics normalized
2185,Paper evidence (Paper) HahnamÅhle Ingres. rbpap,matched,Paper evidence (Paper),HahnamÅhle Ingres; rbpap,0.9,
2186,Paper evidence (Paper) Hahnemu?hle Ingres. rbpap,matched,Paper evidence (Paper),HahnemÅhle Ingres; rbpap,0.9,
2187,Paper evidence (Paper) Moulin du Gue?. rbpap,matched,Paper evidence (Paper),Moulin du GuÇ; rbpap,0.85,
2188,Printers? devices (Printing) rbpri,matched,Printers' devices,(Printing) rbpri,0.95,
2189,Publishers' advertisements Germany Mu?nchen 1981. rbgenr,matched,Publishers' advertisements,Germany MÅnchen 1981; rbgenr,0.9,diacritics normalized
2190,Publishers' cloth bindings (Binding) Germany Gîttingen 21st century. rbbin StSaUL,matched,Publishers' cloth bindings,"(Binding) Germany Gîttingen 21st century; rbbin, StSaUL",0.9,
2191,Switzerland Zu?rich 20th century. rbgenr,no_match,,Switzerland ZÅrich 20th century; rbgenr,0,place/date-only ? no RBMS term
2192,tales Switzerland Zu?rich 1989. rbgenr,matched,Folk tales,Switzerland ZÅrich 1989; rbgenr,0.9,
2193,format (Printing) Germany Kînigsberg 18th century. rbpri,no_match,,(Printing) Germany Kînigsberg 18th century; rbpri,0,format/printing fragment ? no single RBMS term
2194,format (Printing) Germany TÅbingen 18th century. rbpri,no_match,,(Printing) Germany TÅbingen 18th century; rbpri,0,format/printing fragment ? no single RBMS term
2195,format (Printing) Germany Gîttingen 18th century. rbpri,no_match,,(Printing) Germany Gîttingen 18th century; rbpri,0,format/printing fragment ? no single RBMS term
2196,Hahnemu?hler (paper). rbpap,matched,HahnemÅhle (paper),rbpap,0.95,diacritics normalized
2197,Paper evidence (Paper) HahnamÅhle Ingres. rbpap,matched,Paper evidence (Paper),HahnemÅhle Ingres; rbpap,0.9,
2198,Paper evidence (Paper) Moulin du GuÇ. rbpap,matched,Paper evidence (Paper),Moulin du GuÇ; rbpap,0.85,
2199,Publishers' advertisements Germany Mu?nchen 1981. rbgenr,matched,Publishers' advertisements,Germany MÅnchen 1981; rbgenr,0.9,diacritics normalized
